Commune,ID,MeanRT,MeanCases,Sum_AE,LOC_RISK,JAN_EVI_ME,OCT_EVI_ME,JAN_LST_ME,OCT_LST_ME,JAN_NDVI_M,OCT_NDVI_M,Dep_RT,Casa_RT,Piez_RT,Med_RT,Ranch_RT,Ruca_RT,Movil_RT,col_rt,x,y,long,lat
Talcahuano                                                                                                                                                                                                                                                    , 175,    0.0000,    0.0000,   0,       0.0000000000, 2.31510967016e-001, 2.75197684765e-001, 2.51058254242e+001, 1.80832099915e+001, 5.22492408752e-001, 5.69086134434e-001,    0.0087,    0.0869,    0.0015,    0.0023,    0.0001,    0.0000,    0.0000,    0.0002, 1.34e+005, 5.93e+006,-7.31e+001,-3.67e+001
Penco                                                                                                                                                                                                                                                         , 176,    0.0000,    0.0000,   0,       0.0000000000, 3.57153236866e-001, 3.43814879656e-001, 2.56953125000e+001, 1.78244457245e+001, 7.12230324745e-001, 6.89994394779e-001,    0.0841,    0.8571,    0.0205,    0.0328,    0.0023,    0.0000,    0.0002,    0.0013, 1.48e+005, 5.93e+006,-7.29e+001,-3.67e+001
Bulnes                                                                                                                                                                                                                                                        , 177,    0.0000,    0.0000,   0,       0.0000000000, 3.44387501478e-001, 3.90237808228e-001, 3.46953926086e+001, 2.25248603821e+001, 5.60048758984e-001, 6.77705526352e-001,    0.0240,    0.9119,    0.0159,    0.0370,    0.0062,    0.0000,    0.0007,    0.0023, 2.06e+005, 5.92e+006,-7.23e+001,-3.68e+001
Cabrero                                                                                                                                                                                                                                                       , 178,    0.0000,    0.0000,   0,       0.0000000000, 3.49381327629e-001, 3.29791814089e-001, 3.29872932434e+001, 2.21002635956e+001, 6.33716940880e-001, 6.61229848862e-001,    0.0009,    0.9252,    0.0099,    0.0502,    0.0077,    0.0000,    0.0004,    0.0031, 1.99e+005, 5.89e+006,-7.24e+001,-3.71e+001
Chiguayante                                                                                                                                                                                                                                                   , 179,    0.0000,    0.0000,   0,       0.0000000000, 3.03703129292e-001, 2.67474681139e-001, 2.63300323486e+001, 1.70681972504e+001, 6.31884455681e-001, 5.82145273685e-001,    0.1081,    0.8527,    0.0144,    0.0193,    0.0013,    0.0000,    0.0001,    0.0018, 1.43e+005, 5.91e+006,-7.30e+001,-3.69e+001
Hualqui                                                                                                                                                                                                                                                       , 180,    0.0000,    0.0000,   0,       0.0000000000, 3.49563300610e-001, 3.30509424210e-001, 2.93759250641e+001, 1.89202880859e+001, 6.67933821678e-001, 6.93227469921e-001,    0.0007,    0.9297,    0.0116,    0.0378,    0.0102,    0.0000,    0.0000,    0.0040, 1.56e+005, 5.89e+006,-7.29e+001,-3.70e+001
Concepcion                                                                                                                                                                                                                                                    , 181,    0.0000,    0.0000,   0,       0.0000000000, 3.87540966272e-001, 3.54825913906e-001, 2.74100952148e+001, 1.89739494324e+001, 7.07026958466e-001, 6.94311976433e-001,    0.2149,    0.7171,    0.0228,    0.0318,    0.0017,    0.0000,    0.0003,    0.0070, 1.48e+005, 5.92e+006,-7.30e+001,-3.68e+001
Hualpen                                                                                                                                                                                                                                                       , 182,    0.0000,    0.0000,   0,       0.0000000000, 2.63614416122e-001, 2.88160502911e-001, 2.60620040894e+001, 1.76311893463e+001, 5.12585699558e-001, 5.73189854622e-001,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000, 1.30e+005, 5.92e+006,-7.31e+001,-3.68e+001
Coronel                                                                                                                                                                                                                                                       , 183,    0.0000,    0.0000,   0,       0.0000000000, 3.16480100155e-001, 3.14520716667e-001, 2.56217479706e+001, 1.81541709900e+001, 6.54778301716e-001, 6.67132854462e-001,    0.0584,    0.9091,    0.0051,    0.0215,    0.0021,    0.0000,    0.0002,    0.0019, 1.33e+005, 5.90e+006,-7.31e+001,-3.70e+001
San Pedro de La Paz                                                                                                                                                                                                                                           , 184,    0.0000,    0.0000,   0,       0.0000000000, 2.67298221588e-001, 2.50132560730e-001, 2.61806316376e+001, 1.81139965057e+001, 5.59621512890e-001, 5.71969151497e-001,    0.1150,    0.8416,    0.0082,    0.0294,    0.0012,    0.0000,    0.0003,    0.0012, 1.35e+005, 5.91e+006,-7.31e+001,-3.69e+001
Lota                                                                                                                                                                                                                                                          , 185,    0.0000,    0.0000,   0,       0.0000000000, 3.39819282293e-001, 3.25494706631e-001, 2.18124485016e+001, 1.58905868530e+001, 7.58805692196e-001, 7.36742198467e-001,    0.0438,    0.9000,    0.0072,    0.0427,    0.0021,    0.0000,    0.0013,    0.0015, 1.35e+005, 5.88e+006,-7.31e+001,-3.71e+001
Santa Juana                                                                                                                                                                                                                                                   , 186,    0.0000,    0.0000,   0,       0.0000000000, 3.76090019941e-001, 3.36967229843e-001, 2.74034290314e+001, 1.88434371948e+001, 7.06623673439e-001, 7.18026638031e-001,    0.0007,    0.9425,    0.0052,    0.0317,    0.0118,    0.0000,    0.0000,    0.0031, 1.49e+005, 5.87e+006,-7.30e+001,-3.73e+001
Curanilahue                                                                                                                                                                                                                                                   , 187,    0.0000,    0.0000,   0,       0.0000000000, 3.93637359142e-001, 3.39041978121e-001, 2.53041667938e+001, 1.80292301178e+001, 7.56117820740e-001, 7.33647108078e-001,    0.0097,    0.9473,    0.0062,    0.0273,    0.0029,    0.0000,    0.0001,    0.0035, 1.25e+005, 5.84e+006,-7.32e+001,-3.75e+001
San Rosendo                                                                                                                                                                                                                                                   , 188,    0.0000,    0.0000,   0,       0.0000000000, 3.00346553326e-001, 3.12942385674e-001, 3.15220184326e+001, 1.92171268463e+001, 6.22524142265e-001, 6.81201517582e-001,    0.0017,    0.8275,    0.0393,    0.1016,    0.0128,    0.0000,    0.0000,    0.0034, 1.70e+005, 5.88e+006,-7.27e+001,-3.72e+001
Laja                                                                                                                                                                                                                                                          , 189,    0.0000,    0.0000,   0,       0.0000000000, 3.32654237747e-001, 3.52367997169e-001, 3.15556144714e+001, 2.03545761108e+001, 6.11204624176e-001, 7.00327098370e-001,    0.0024,    0.8881,    0.0190,    0.0746,    0.0102,    0.0000,    0.0003,    0.0034, 1.82e+005, 5.86e+006,-7.26e+001,-3.73e+001
Nacimiento                                                                                                                                                                                                                                                    , 190,    0.0000,    0.0000,   0,       0.0000000000, 3.90993386507e-001, 3.46121281385e-001, 2.79911003113e+001, 1.95021533966e+001, 7.21718549728e-001, 7.26574957371e-001,    0.0005,    0.9317,    0.0116,    0.0408,    0.0096,    0.0000,    0.0004,    0.0026, 1.62e+005, 5.84e+006,-7.28e+001,-3.75e+001
Canete                                                                                                                                                                                                                                                        , 191,    0.0000,    0.0000,   0,       0.0000000000, 3.84181916714e-001, 3.96919220686e-001, 2.51728515625e+001, 1.81604022980e+001, 7.00295150280e-001, 7.33029842377e-001,    0.0031,    0.9401,    0.0105,    0.0334,    0.0060,    0.0004,    0.0000,    0.0047, 1.20e+005, 5.80e+006,-7.33e+001,-3.79e+001
Ercilla                                                                                                                                                                                                                                                       , 192,    0.0000,    0.0000,   0,       0.0000000000, 3.48754495382e-001, 4.14545148611e-001, 2.73614559174e+001, 1.80811729431e+001, 6.38637244701e-001, 7.55842685699e-001,    0.0008,    0.9149,    0.0056,    0.0602,    0.0104,    0.0020,    0.0004,    0.0028, 2.06e+005, 5.78e+006,-7.24e+001,-3.81e+001
Victoria                                                                                                                                                                                                                                                      , 193,    0.0000,    0.0000,   0,       0.0000000000, 3.46717298031e-001, 4.51871871948e-001, 2.70172138214e+001, 1.83072910309e+001, 6.12647294998e-001, 7.70599544048e-001,    0.0039,    0.9494,    0.0059,    0.0266,    0.0048,    0.0000,    0.0007,    0.0033, 2.17e+005, 5.76e+006,-7.22e+001,-3.83e+001
Lautaro                                                                                                                                                                                                                                                       , 194,    0.0000,    0.0000,   0,       0.0000000000, 3.67544442415e-001, 4.35318082571e-001, 2.62582111359e+001, 1.85531368256e+001, 6.33786082268e-001, 7.44123935699e-001,    0.0011,    0.9414,    0.0073,    0.0338,    0.0075,    0.0016,    0.0003,    0.0024, 2.13e+005, 5.73e+006,-7.23e+001,-3.85e+001
Perquenco                                                                                                                                                                                                                                                     , 195,    0.0000,    0.0000,   0,       0.0000000000, 2.99670428038e-001, 4.94451403618e-001, 2.94880485535e+001, 1.86886901855e+001, 5.10844767094e-001, 7.73498892784e-001,    0.0015,    0.9389,    0.0055,    0.0411,    0.0045,    0.0025,    0.0005,    0.0025, 2.00e+005, 5.74e+006,-7.24e+001,-3.84e+001
Traiguen                                                                                                                                                                                                                                                      , 196,    0.0000,    0.0000,   0,       0.0000000000, 3.05205523968e-001, 4.43617522717e-001, 3.01049804688e+001, 1.85451488495e+001, 5.48635065556e-001, 7.60122597218e-001,    0.0033,    0.9465,    0.0063,    0.0306,    0.0070,    0.0002,    0.0000,    0.0035, 1.80e+005, 5.76e+006,-7.27e+001,-3.82e+001
Los Sauces                                                                                                                                                                                                                                                    , 197,    0.0000,    0.0000,   0,       0.0000000000, 3.23737978935e-001, 3.80293786526e-001, 3.02287826538e+001, 1.86106014252e+001, 5.87375044823e-001, 6.99202299118e-001,    0.0004,    0.9509,    0.0101,    0.0259,    0.0053,    0.0004,    0.0009,    0.0031, 1.67e+005, 5.79e+006,-7.28e+001,-3.80e+001
Teodoro Schmidt                                                                                                                                                                                                                                               , 198,    0.0000,    0.0000,   0,       0.0000000000, 4.20646429062e-001, 4.33951646090e-001, 2.62561054230e+001, 1.99256973267e+001, 6.75362884998e-001, 7.06963896751e-001,    0.0004,    0.9457,    0.0056,    0.0276,    0.0099,    0.0020,    0.0000,    0.0054, 1.44e+005, 5.68e+006,-7.31e+001,-3.90e+001
Saavedra                                                                                                                                                                                                                                                      , 199,    0.0000,    0.0000,   0,       0.0000000000, 3.01219880581e-001, 3.39650839567e-001, 2.54398765564e+001, 1.89935626984e+001, 5.65856277943e-001, 6.12022280693e-001,    0.0005,    0.9149,    0.0049,    0.0566,    0.0081,    0.0039,    0.0005,    0.0077, 1.27e+005, 5.69e+006,-7.33e+001,-3.88e+001
Pitrufquen                                                                                                                                                                                                                                                    , 200,    0.0000,    0.0000,   0,       0.0000000000, 4.05946522951e-001, 4.42106544971e-001, 2.74540634155e+001, 2.04058227539e+001, 6.52061998844e-001, 7.25703954697e-001,    0.0016,    0.9516,    0.0056,    0.0252,    0.0060,    0.0001,    0.0006,    0.0056, 1.83e+005, 5.67e+006,-7.27e+001,-3.91e+001
Cunco                                                                                                                                                                                                                                                         , 201,    0.0000,    0.0000,   0,       0.0000000000, 4.31106030941e-001, 4.02356564999e-001, 2.27667961121e+001, 1.75063419342e+001, 7.53078162670e-001, 7.30836510658e-001,    0.0010,    0.9548,    0.0054,    0.0261,    0.0069,    0.0005,    0.0000,    0.0033, 2.41e+005, 5.68e+006,-7.20e+001,-3.90e+001
Galvarino                                                                                                                                                                                                                                                     , 202,    0.0000,    0.0000,   0,       0.0000000000, 3.09191256762e-001, 3.84616196156e-001, 2.95980644226e+001, 1.90750980377e+001, 5.73375225067e-001, 7.01138436794e-001,    0.0000,    0.9374,    0.0033,    0.0384,    0.0104,    0.0027,    0.0006,    0.0036, 1.69e+005, 5.74e+006,-7.28e+001,-3.84e+001
Cholchol                                                                                                                                                                                                                                                      , 203,    0.0000,    0.0000,   0,       0.0000000000, 3.29695194960e-001, 3.68714690208e-001, 2.92101211548e+001, 1.93577632904e+001, 5.88994085789e-001, 6.82482302189e-001,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000, 1.60e+005, 5.72e+006,-7.29e+001,-3.86e+001
Temuco                                                                                                                                                                                                                                                        , 204,    0.0000,    0.0000,   0,       0.0000000000, 3.22085499763e-001, 3.80978643894e-001, 2.88587875366e+001, 1.95230255127e+001, 5.79863786697e-001, 6.97014749050e-001,    0.0778,    0.8571,    0.0162,    0.0315,    0.0014,    0.0006,    0.0003,    0.0059, 1.81e+005, 5.71e+006,-7.27e+001,-3.87e+001
Freire                                                                                                                                                                                                                                                        , 205,    0.0000,    0.0000,   0,       0.0000000000, 4.12063062191e-001, 4.55526143312e-001, 2.73991317749e+001, 2.05312213898e+001, 6.48842573166e-001, 7.27383315563e-001,    0.0004,    0.9441,    0.0066,    0.0369,    0.0050,    0.0034,    0.0001,    0.0018, 1.90e+005, 5.68e+006,-7.26e+001,-3.89e+001
Padre Las Casas                                                                                                                                                                                                                                               , 206,    0.0000,    0.0000,   0,       0.0000000000, 3.37619721889e-001, 4.00535881519e-001, 2.90576496124e+001, 2.05632305145e+001, 5.87682545185e-001, 6.90192878246e-001,    0.0848,    0.8484,    0.0074,    0.0426,    0.0045,    0.0057,    0.0001,    0.0029, 1.89e+005, 5.70e+006,-7.26e+001,-3.88e+001
Nueva Imperial                                                                                                                                                                                                                                                , 207,    0.0000,    0.0000,   0,       0.0000000000, 3.29959243536e-001, 4.11686539650e-001, 2.92435035706e+001, 1.96979770660e+001, 5.80654442310e-001, 7.13700294495e-001,    0.0010,    0.9312,    0.0062,    0.0433,    0.0073,    0.0050,    0.0000,    0.0042, 1.55e+005, 5.70e+006,-7.30e+001,-3.88e+001
Vilcun                                                                                                                                                                                                                                                        , 208,    0.0000,    0.0000,   0,       0.0000000000, 4.16394203901e-001, 4.15477126837e-001, 2.46970882416e+001, 1.85737152100e+001, 6.93844318390e-001, 7.10793673992e-001,    0.0009,    0.9491,    0.0065,    0.0280,    0.0068,    0.0013,    0.0001,    0.0032, 2.29e+005, 5.71e+006,-7.21e+001,-3.87e+001
Angol                                                                                                                                                                                                                                                         , 209,    0.0000,    0.0000,   0,       0.0000000000, 4.00833547115e-001, 3.57215374708e-001, 2.63810977936e+001, 1.90464801788e+001, 7.17175006866e-001, 7.05178558826e-001,    0.0059,    0.9592,    0.0061,    0.0193,    0.0043,    0.0000,    0.0001,    0.0034, 1.66e+005, 5.81e+006,-7.28e+001,-3.78e+001
Curacautin                                                                                                                                                                                                                                                    , 210,    0.0000,    0.0000,   0,       0.0000000000, 4.14012968540e-001, 3.30478966236e-001, 2.39189243317e+001, 1.74642486572e+001, 7.42332279682e-001, 6.25576496124e-001,    0.0016,    0.9522,    0.0029,    0.0250,    0.0061,    0.0000,    0.0005,    0.0070, 2.58e+005, 5.74e+006,-7.18e+001,-3.84e+001
Carahue                                                                                                                                                                                                                                                       , 211,    0.0000,    0.0000,   0,       0.0000000000, 3.94616365433e-001, 3.91003310680e-001, 2.36253223419e+001, 1.76412448883e+001, 7.11699545383e-001, 7.25038051605e-001,    0.0145,    0.9088,    0.0056,    0.0517,    0.0092,    0.0007,    0.0006,    0.0062, 1.28e+005, 5.72e+006,-7.33e+001,-3.86e+001
Renaico                                                                                                                                                                                                                                                       , 212,    0.0000,    0.0000,   0,       0.0000000000, 4.07385766506e-001, 3.76886487007e-001, 2.81642131805e+001, 2.08348579407e+001, 6.66163086891e-001, 7.06525683403e-001,    0.0004,    0.9431,    0.0100,    0.0300,    0.0085,    0.0000,    0.0004,    0.0035, 1.85e+005, 5.82e+006,-7.26e+001,-3.77e+001
Puren                                                                                                                                                                                                                                                         , 213,    0.0000,    0.0000,   0,       0.0000000000, 3.75214666128e-001, 3.77939999104e-001, 2.71596679688e+001, 1.75378398895e+001, 6.68629646301e-001, 7.23115742207e-001,    0.0008,    0.9510,    0.0079,    0.0293,    0.0051,    0.0000,    0.0008,    0.0025, 1.44e+005, 5.79e+006,-7.31e+001,-3.80e+001
Collipulli                                                                                                                                                                                                                                                    , 214,    0.0000,    0.0000,   0,       0.0000000000, 3.82567822933e-001, 3.78404766321e-001, 2.54771289825e+001, 1.86609611511e+001, 7.09872364998e-001, 7.29046285152e-001,    0.0012,    0.9482,    0.0057,    0.0281,    0.0063,    0.0002,    0.0000,    0.0042, 2.27e+005, 5.79e+006,-7.21e+001,-3.80e+001
Lumaco                                                                                                                                                                                                                                                        , 215,    0.0000,    0.0000,   0,       0.0000000000, 3.74406903982e-001, 3.68470191956e-001, 2.62683448792e+001, 1.77959308624e+001, 6.97746157646e-001, 7.30294704437e-001,    0.0000,    0.9122,    0.0027,    0.0511,    0.0164,    0.0027,    0.0009,    0.0122, 1.46e+005, 5.75e+006,-7.30e+001,-3.83e+001
Tolten                                                                                                                                                                                                                                                        , 216,    0.0000,    0.0000,   0,       0.0000000000, 4.67346817255e-001, 4.17973756790e-001, 2.21189174652e+001, 1.77037811279e+001, 7.71155118942e-001, 7.56902933121e-001,    0.0000,    0.9228,    0.0057,    0.0491,    0.0111,    0.0000,    0.0000,    0.0079, 1.48e+005, 5.65e+006,-7.31e+001,-3.92e+001
Villarrica                                                                                                                                                                                                                                                    , 217,    0.0000,    0.0000,   0,       0.0000000000, 4.17757660151e-001, 3.77937704325e-001, 2.32958984375e+001, 1.83157558441e+001, 7.15608179569e-001, 7.15816795826e-001,    0.0519,    0.8950,    0.0076,    0.0290,    0.0032,    0.0000,    0.0002,    0.0070, 2.26e+005, 5.65e+006,-7.22e+001,-3.93e+001
Loncoche                                                                                                                                                                                                                                                      , 218,    0.0000,    0.0000,   0,       0.0000000000, 4.55591291189e-001, 4.18878972530e-001, 2.24292736053e+001, 1.72502746582e+001, 7.55570471287e-001, 7.59426653385e-001,    0.0008,    0.9333,    0.0062,    0.0475,    0.0051,    0.0004,    0.0004,    0.0038, 1.91e+005, 5.64e+006,-7.26e+001,-3.94e+001
Pucon                                                                                                                                                                                                                                                         , 219,    0.0000,    0.0000,   0,       0.0000000000, 4.03961569071e-001, 3.23823720217e-001, 2.11661262512e+001, 1.52208127975e+001, 7.58661448956e-001, 6.53868138790e-001,    0.0819,    0.8628,    0.0087,    0.0249,    0.0027,    0.0001,    0.0004,    0.0114, 2.59e+005, 5.65e+006,-7.18e+001,-3.93e+001
Gorbea                                                                                                                                                                                                                                                        , 220,    0.0000,    0.0000,   0,       0.0000000000, 4.34966474771e-001, 4.26384866238e-001, 2.40494880676e+001, 1.85448875427e+001, 7.23957717419e-001, 7.57143199444e-001,    0.0006,    0.9266,    0.0060,    0.0503,    0.0084,    0.0002,    0.0002,    0.0048, 1.83e+005, 5.66e+006,-7.27e+001,-3.92e+001
Melipeuco                                                                                                                                                                                                                                                     , 221,    0.0000,    0.0000,   0,       0.0000000000, 3.52726697922e-001, 2.40207612514e-001, 2.42669773102e+001, 1.40586328506e+001, 6.81378841400e-001, 4.78463500738e-001,    0.0000,    0.9455,    0.0020,    0.0320,    0.0075,    0.0005,    0.0005,    0.0090, 2.73e+005, 5.70e+006,-7.16e+001,-3.88e+001
Lonquimay                                                                                                                                                                                                                                                     , 222,    0.0000,    0.0000,   0,       0.0000000000, 3.17675530910e-001, 1.68720856309e-001, 2.77150344849e+001, 1.47843036652e+001, 6.05769336224e-001, 3.53440195322e-001,    0.0009,    0.9321,    0.0017,    0.0396,    0.0087,    0.0003,    0.0006,    0.0116, 3.05e+005, 5.74e+006,-7.12e+001,-3.85e+001
Curarrehue                                                                                                                                                                                                                                                    , 223,    0.0000,    0.0000,   0,       0.0000000000, 4.27328646183e-001, 2.92543351650e-001, 2.08386211395e+001, 1.29402446747e+001, 7.57528483868e-001, 5.42319238186e-001,    0.0010,    0.9047,    0.0044,    0.0586,    0.0161,    0.0005,    0.0010,    0.0088, 2.81e+005, 5.64e+006,-7.15e+001,-3.93e+001
Puerto Montt                                                                                                                                                                                                                                                  , 224,    0.0000,    0.0000,   0,       0.0000000000, 4.21673983335e-001, 3.77464652061e-001, 1.78458709717e+001, 1.47260951996e+001, 7.73162245750e-001, 7.50305473804e-001,    0.0518,    0.8801,    0.0094,    0.0447,    0.0014,    0.0000,    0.0003,    0.0070, 1.83e+005, 5.40e+006,-7.28e+001,-4.15e+001
Llanquihue                                                                                                                                                                                                                                                    , 225,    0.0000,    0.0000,   0,       0.0000000000, 4.48185682297e-001, 4.88364279270e-001, 2.12730312347e+001, 1.61974525452e+001, 6.84232056141e-001, 7.53828644753e-001,    0.0031,    0.9445,    0.0061,    0.0352,    0.0015,    0.0000,    0.0002,    0.0035, 1.53e+005, 5.43e+006,-7.31e+001,-4.12e+001
Fresia                                                                                                                                                                                                                                                        , 226,    0.0000,    0.0000,   0,       0.0000000000, 4.68025743961e-001, 4.37861263752e-001, 1.92860450745e+001, 1.30933561325e+001, 7.66313850880e-001, 7.81003057957e-001,    0.0012,    0.9493,    0.0034,    0.0303,    0.0078,    0.0000,    0.0002,    0.0065, 1.13e+005, 5.43e+006,-7.36e+001,-4.12e+001
Frutillar                                                                                                                                                                                                                                                     , 227,    0.0000,    0.0000,   0,       0.0000000000, 4.02877986431e-001, 4.40464377403e-001, 2.29252643585e+001, 1.59188108444e+001, 6.44476354122e-001, 7.47043848038e-001,    0.0121,    0.9189,    0.0061,    0.0373,    0.0006,    0.0000,    0.0008,    0.0101, 1.56e+005, 5.44e+006,-7.31e+001,-4.11e+001
Purranque                                                                                                                                                                                                                                                     , 228,    0.0000,    0.0000,   0,       0.0000000000, 4.62880373001e-001, 4.60629642010e-001, 2.03771896362e+001, 1.43291330338e+001, 7.51074194908e-001, 7.96625971794e-001,    0.0103,    0.9384,    0.0049,    0.0359,    0.0017,    0.0002,    0.0008,    0.0052, 1.25e+005, 5.46e+006,-7.35e+001,-4.09e+001
Rio Negro                                                                                                                                                                                                                                                     , 229,    0.0000,    0.0000,   0,       0.0000000000, 4.67168152332e-001, 4.72909748554e-001, 2.06498737335e+001, 1.46949367523e+001, 7.56740093231e-001, 8.10939908028e-001,    0.0101,    0.9332,    0.0044,    0.0390,    0.0032,    0.0002,    0.0000,    0.0036, 1.27e+005, 5.48e+006,-7.34e+001,-4.08e+001
Osorno                                                                                                                                                                                                                                                        , 230,    0.0000,    0.0000,   0,       0.0000000000, 4.70506995916e-001, 5.30364036560e-001, 2.48408546448e+001, 1.70858554840e+001, 6.80671215057e-001, 7.79065489769e-001,    0.0720,    0.8731,    0.0128,    0.0324,    0.0009,    0.0000,    0.0001,    0.0039, 1.54e+005, 5.50e+006,-7.31e+001,-4.06e+001
Puerto Octay                                                                                                                                                                                                                                                  , 231,    0.0000,    0.0000,   0,       0.0000000000, 4.10376429558e-001, 3.78989040852e-001, 1.96689662933e+001, 1.47072114944e+001, 7.30423688889e-001, 7.56846070290e-001,    0.0003,    0.9278,    0.0068,    0.0443,    0.0050,    0.0000,    0.0000,    0.0111, 1.97e+005, 5.46e+006,-7.26e+001,-4.09e+001
Calbuco                                                                                                                                                                                                                                                       , 232,    0.0000,    0.0000,   0,       0.0000000000, 4.08807009459e-001, 3.73242527246e-001, 1.83579006195e+001, 1.44689598083e+001, 7.22876787186e-001, 7.30471968651e-001,    0.0008,    0.9609,    0.0053,    0.0248,    0.0014,    0.0000,    0.0009,    0.0040, 1.51e+005, 5.37e+006,-7.32e+001,-4.17e+001
Maullin                                                                                                                                                                                                                                                       , 233,    0.0000,    0.0000,   0,       0.0000000000, 4.20846670866e-001, 3.90571206808e-001, 2.01265258789e+001, 1.46962871552e+001, 7.01158881187e-001, 6.91585481167e-001,    0.0016,    0.9382,    0.0026,    0.0463,    0.0030,    0.0000,    0.0000,    0.0058, 1.24e+005, 5.38e+006,-7.35e+001,-4.16e+001
Los Muermos                                                                                                                                                                                                                                                   , 234,    0.0000,    0.0000,   0,       0.0000000000, 4.77713018656e-001, 4.74564403296e-001, 2.01211833954e+001, 1.37722082138e+001, 7.52803206444e-001, 7.78280138969e-001,    0.0006,    0.9491,    0.0040,    0.0329,    0.0049,    0.0000,    0.0000,    0.0055, 1.17e+005, 5.41e+006,-7.36e+001,-4.14e+001
Quemchi                                                                                                                                                                                                                                                       , 235,    0.0000,    0.0000,   0,       0.0000000000, 4.06192541122e-001, 3.63317787647e-001, 1.74781150818e+001, 1.46437454224e+001, 7.24495470524e-001, 7.32409656048e-001,    0.0029,    0.9672,    0.0011,    0.0149,    0.0026,    0.0000,    0.0018,    0.0077, 1.36e+005, 5.32e+006,-7.34e+001,-4.22e+001
Puqueldon                                                                                                                                                                                                                                                     , 236,    0.0000,    0.0000,   0,       0.0000000000, 3.16828578711e-001, 3.26437890530e-001, 1.55258169174e+001, 1.42656307220e+001, 6.20172917843e-001, 6.21699810028e-001,    0.0008,    0.9689,    0.0016,    0.0233,    0.0023,    0.0000,    0.0000,    0.0008, 1.20e+005, 5.27e+006,-7.36e+001,-4.26e+001
Quinchao                                                                                                                                                                                                                                                      , 237,    0.0000,    0.0000,   0,       0.0000000000, 2.47269481421e-001, 2.59432256222e-001, 1.38314304352e+001, 1.27519111633e+001, 5.78020274639e-001, 5.91603398323e-001,    0.0016,    0.9524,    0.0086,    0.0211,    0.0043,    0.0000,    0.0000,    0.0090, 1.42e+005, 5.28e+006,-7.34e+001,-4.25e+001
Castro                                                                                                                                                                                                                                                        , 238,    0.0000,    0.0000,   0,       0.0000000000, 4.33640539646e-001, 4.04266983271e-001, 1.70018482208e+001, 1.37641916275e+001, 7.67604827881e-001, 7.57151484489e-001,    0.0164,    0.9444,    0.0049,    0.0197,    0.0009,    0.0000,    0.0003,    0.0095, 1.05e+005, 5.29e+006,-7.38e+001,-4.25e+001
Chonchi                                                                                                                                                                                                                                                       , 239,    0.0000,    0.0000,   0,       0.0000000000, 4.26914989948e-001, 3.98535013199e-001, 1.60863742828e+001, 1.31424913406e+001, 7.81323671341e-001, 7.74270534515e-001,    0.0013,    0.9546,    0.0051,    0.0222,    0.0036,    0.0000,    0.0003,    0.0092, 9.60e+004, 5.26e+006,-7.39e+001,-4.27e+001
Queilen                                                                                                                                                                                                                                                       , 240,    0.0000,    0.0000,   0,       0.0000000000, 4.13345128298e-001, 3.68706583977e-001, 1.58628406525e+001, 1.32241077423e+001, 7.76900231838e-001, 7.70330667496e-001,    0.0024,    0.9607,    0.0012,    0.0169,    0.0054,    0.0000,    0.0024,    0.0097, 1.27e+005, 5.25e+006,-7.36e+001,-4.29e+001
Quellon                                                                                                                                                                                                                                                       , 241,    0.0000,    0.0000,   0,       0.0000000000, 3.99574935436e-001, 3.70120465755e-001, 1.53304767609e+001, 1.24078063965e+001, 7.80139029026e-001, 7.77821004391e-001,    0.0048,    0.9164,    0.0130,    0.0467,    0.0033,    0.0000,    0.0008,    0.0105, 9.39e+004, 5.21e+006,-7.40e+001,-4.32e+001
Curaco de Velez                                                                                                                                                                                                                                               , 242,    0.0000,    0.0000,   0,       0.0000000000, 3.70672404766e-001, 3.72159540653e-001, 1.73026351929e+001, 1.50949487686e+001, 6.62060320377e-001, 6.90775275230e-001,    0.0000,    0.9731,    0.0070,    0.0110,    0.0040,    0.0000,    0.0010,    0.0030, 1.23e+005, 5.29e+006,-7.36e+001,-4.24e+001
Dalcahue                                                                                                                                                                                                                                                      , 243,    0.0000,    0.0000,   0,       0.0000000000, 4.44753766060e-001, 4.01472896338e-001, 1.59776515961e+001, 1.36288728714e+001, 7.95570194721e-001, 7.77407586575e-001,    0.0015,    0.9660,    0.0009,    0.0206,    0.0006,    0.0000,    0.0003,    0.0045, 1.02e+005, 5.30e+006,-7.38e+001,-4.23e+001
Ancud                                                                                                                                                                                                                                                         , 244,    0.0000,    0.0000,   0,       0.0000000000, 4.32434767485e-001, 3.92386704683e-001, 1.70883617401e+001, 1.48766603470e+001, 7.39980518818e-001, 7.29652822018e-001,    0.0065,    0.9518,    0.0044,    0.0266,    0.0031,    0.0000,    0.0000,    0.0047, 1.02e+005, 5.34e+006,-7.38e+001,-4.20e+001
San Juan de La Costa                                                                                                                                                                                                                                          , 245,    0.0000,    0.0000,   0,       0.0000000000, 4.62155669928e-001, 4.11814153194e-001, 1.84846897125e+001, 1.38769893646e+001, 8.00553381443e-001, 8.06481897831e-001,    0.0002,    0.8791,    0.0051,    0.0834,    0.0165,    0.0005,    0.0009,    0.0072, 1.14e+005, 5.51e+006,-7.36e+001,-4.05e+001
